"Mach,""Pressure"",""Points:0"",""Points:1"",""Points:2"""
1.0976,0.56017,1.4,0.10912,0
1.0976,0.56016,1.4,0.10934,0
1.0976,0.56014,1.4,0.10956,0
1.0976,0.56013,1.4,0.10978,0
1.0976,0.56011,1.4,0.11,0
1.0977,0.5601,1.4,0.11022,0
1.0977,0.56008,1.4,0.11044,0
1.0977,0.56007,1.4,0.11066,0
1.0977,0.56005,1.4,0.11088,0
1.0977,0.56004,1.4,0.1111,0
1.0977,0.56002,1.4,0.11132,0
1.0977,0.56001,1.4,0.11154,0
1.0978,0.55999,1.4,0.11176,0
1.0978,0.55997,1.4,0.11198,0
1.0978,0.55996,1.4,0.1122,0
1.0978,0.55994,1.4,0.11242,0
1.0978,0.55992,1.4,0.11264,0
1.0978,0.55991,1.4,0.11286,0
1.0979,0.55989,1.4,0.11308,0
1.0979,0.55987,1.4,0.1133,0
1.0979,0.55986,1.4,0.11352,0
1.0979,0.55984,1.4,0.11374,0
1.0979,0.55983,1.4,0.11396,0
1.0979,0.55981,1.4,0.11418,0
1.0979,0.5598,1.4,0.1144,0
1.098,0.55978,1.4,0.11462,0
1.098,0.55976,1.4,0.11484,0
1.098,0.55975,1.4,0.11506,0
1.098,0.55973,1.4,0.11528,0
1.098,0.55972,1.4,0.1155,0
1.098,0.5597,1.4,0.11572,0
1.098,0.55969,1.4,0.11594,0
1.0981,0.55967,1.4,0.11616,0
1.0981,0.55966,1.4,0.11638,0
1.0981,0.55965,1.4,0.1166,0
1.0981,0.55963,1.4,0.11682,0
1.0981,0.55962,1.4,0.11704,0
1.0981,0.55961,1.4,0.11726,0
1.0981,0.55959,1.4,0.11748,0
1.0981,0.55958,1.4,0.1177,0
1.0981,0.55957,1.4,0.11792,0
1.0982,0.55955,1.4,0.11814,0
1.0982,0.55954,1.4,0.11836,0
1.0982,0.55953,1.4,0.11858,0
1.0982,0.55951,1.4,0.1188,0
1.0982,0.5595,1.4,0.11902,0
1.0982,0.55949,1.4,0.11924,0
1.0982,0.55948,1.4,0.11946,0
1.0982,0.55946,1.4,0.11968,0
1.0982,0.55945,1.4,0.1199,0
1.0982,0.55944,1.4,0.12012,0
1.0983,0.55943,1.4,0.12034,0
1.0983,0.55941,1.4,0.12056,0
1.0983,0.5594,1.4,0.12078,0
1.0983,0.55939,1.4,0.121,0
1.0983,0.55938,1.4,0.12122,0
1.0983,0.55937,1.4,0.12144,0
1.0983,0.55935,1.4,0.12166,0
1.0983,0.55934,1.4,0.12188,0
1.0983,0.55933,1.4,0.1221,0
1.0983,0.55932,1.4,0.12232,0
1.0983,0.55931,1.4,0.12254,0
1.0983,0.5593,1.4,0.12276,0
1.0983,0.55928,1.4,0.12298,0
1.0983,0.55927,1.4,0.1232,0
1.0984,0.55926,1.4,0.12342,0
1.0984,0.55925,1.4,0.12364,0
1.0984,0.55924,1.4,0.12386,0
1.0984,0.55923,1.4,0.12408,0
1.0984,0.55922,1.4,0.1243,0
1.0984,0.55921,1.4,0.12452,0
1.0984,0.5592,1.4,0.12474,0
1.0984,0.55919,1.4,0.12496,0
1.0984,0.55918,1.4,0.12518,0
1.0984,0.55916,1.4,0.1254,0
1.0984,0.55915,1.4,0.12562,0
1.0984,0.55914,1.4,0.12584,0
1.0984,0.55913,1.4,0.12606,0
1.0984,0.55912,1.4,0.12628,0
1.0984,0.5591,1.4,0.1265,0
1.0984,0.55909,1.4,0.12672,0
1.0984,0.55908,1.4,0.12694,0
1.0985,0.55907,1.4,0.12716,0
1.0985,0.55906,1.4,0.12738,0
1.0985,0.55904,1.4,0.1276,0
1.0985,0.55903,1.4,0.12782,0
1.0985,0.55902,1.4,0.12804,0
1.0985,0.55901,1.4,0.12826,0
1.0985,0.55899,1.4,0.12848,0
1.0985,0.55898,1.4,0.1287,0
1.0985,0.55897,1.4,0.12892,0
1.0985,0.55895,1.4,0.12914,0
1.0985,0.55894,1.4,0.12936,0
1.0985,0.55893,1.4,0.12958,0
1.0985,0.55892,1.4,0.1298,0
1.0985,0.5589,1.4,0.13002,0
1.0986,0.55889,1.4,0.13024,0
1.0986,0.55888,1.4,0.13046,0
1.0986,0.55886,1.4,0.13068,0
1.0986,0.55885,1.4,0.1309,0
1.0986,0.55884,1.4,0.13112,0
1.0986,0.55883,1.4,0.13134,0
1.0986,0.55882,1.4,0.13156,0
1.0986,0.55881,1.4,0.13178,0
1.0986,0.55879,1.4,0.132,0
1.0986,0.55878,1.4,0.13222,0
1.0986,0.55877,1.4,0.13244,0
1.0986,0.55876,1.4,0.13266,0
1.0986,0.55875,1.4,0.13288,0
1.0986,0.55874,1.4,0.1331,0
1.0986,0.55873,1.4,0.13332,0
1.0986,0.55871,1.4,0.13354,0
1.0987,0.5587,1.4,0.13376,0
1.0987,0.55869,1.4,0.13398,0
1.0987,0.55868,1.4,0.1342,0
1.0987,0.55867,1.4,0.13442,0
1.0987,0.55866,1.4,0.13464,0
1.0987,0.55865,1.4,0.13486,0
1.0987,0.55864,1.4,0.13508,0
1.0987,0.55863,1.4,0.1353,0
1.0987,0.55862,1.4,0.13552,0
1.0987,0.55861,1.4,0.13574,0
1.0987,0.55859,1.4,0.13596,0
1.0987,0.55858,1.4,0.13618,0
1.0987,0.55857,1.4,0.1364,0
1.0987,0.55856,1.4,0.13662,0
1.0987,0.55855,1.4,0.13684,0
1.0987,0.55854,1.4,0.13706,0
1.0987,0.55853,1.4,0.13728,0
1.0987,0.55852,1.4,0.1375,0
1.0987,0.55851,1.4,0.13772,0
1.0987,0.5585,1.4,0.13794,0
1.0987,0.55849,1.4,0.13816,0
1.0987,0.55848,1.4,0.13838,0
1.0987,0.55847,1.4,0.1386,0
1.0987,0.55847,1.4,0.13882,0
1.0987,0.55846,1.4,0.13904,0
1.0987,0.55845,1.4,0.13926,0
1.0987,0.55844,1.4,0.13948,0
1.0987,0.55843,1.4,0.1397,0
1.0987,0.55842,1.4,0.13992,0
1.0987,0.55842,1.4,0.14014,0
1.0987,0.55841,1.4,0.14036,0
1.0987,0.5584,1.4,0.14058,0
1.0987,0.55839,1.4,0.1408,0
1.0987,0.55838,1.4,0.14102,0
1.0987,0.55837,1.4,0.14124,0
1.0987,0.55835,1.4,0.14146,0
1.0987,0.55834,1.4,0.14168,0
1.0987,0.55833,1.4,0.1419,0
1.0987,0.55832,1.4,0.14212,0
1.0987,0.55831,1.4,0.14234,0
1.0987,0.5583,1.4,0.14256,0
1.0987,0.55829,1.4,0.14278,0
1.0987,0.55828,1.4,0.143,0
1.0987,0.55826,1.4,0.14322,0
1.0987,0.55825,1.4,0.14344,0
1.0988,0.55823,1.4,0.14366,0
1.0988,0.55822,1.4,0.14388,0
1.0988,0.5582,1.4,0.1441,0
1.0988,0.55819,1.4,0.14432,0
1.0988,0.55818,1.4,0.14454,0
1.0988,0.55816,1.4,0.14476,0
1.0988,0.55815,1.4,0.14498,0
1.0988,0.55813,1.4,0.1452,0
1.0988,0.55812,1.4,0.14542,0
1.0988,0.5581,1.4,0.14564,0
1.0988,0.55809,1.4,0.14586,0
1.0988,0.55807,1.4,0.14608,0
1.0988,0.55806,1.4,0.1463,0
1.0989,0.55805,1.4,0.14652,0
1.0989,0.55803,1.4,0.14674,0
1.0989,0.55802,1.4,0.14696,0
1.0989,0.558,1.4,0.14718,0
1.0989,0.55799,1.4,0.1474,0
1.0989,0.55797,1.4,0.14762,0
1.0989,0.55796,1.4,0.14784,0
1.0989,0.55794,1.4,0.14806,0
1.0989,0.55792,1.4,0.14828,0
1.0989,0.55791,1.4,0.1485,0
1.0989,0.55789,1.4,0.14872,0
1.099,0.55787,1.4,0.14894,0
1.099,0.55786,1.4,0.14916,0
1.099,0.55784,1.4,0.14938,0
1.099,0.55782,1.4,0.1496,0
1.099,0.5578,1.4,0.14982,0
1.099,0.55779,1.4,0.15004,0
1.099,0.55777,1.4,0.15026,0
1.099,0.55775,1.4,0.15048,0
1.0991,0.55774,1.4,0.1507,0
1.0991,0.55772,1.4,0.15092,0
1.0991,0.5577,1.4,0.15114,0
1.0991,0.55769,1.4,0.15136,0
1.0991,0.55767,1.4,0.15158,0
1.0991,0.55765,1.4,0.1518,0
1.0991,0.55764,1.4,0.15202,0
1.0991,0.55762,1.4,0.15224,0
1.0991,0.55761,1.4,0.15246,0
1.0991,0.55759,1.4,0.15268,0
1.0992,0.55757,1.4,0.1529,0
1.0992,0.55755,1.4,0.15312,0
1.0992,0.55754,1.4,0.15334,0
1.0992,0.55752,1.4,0.15356,0
1.0992,0.5575,1.4,0.15378,0
1.0992,0.55748,1.4,0.154,0
1.0992,0.55746,1.4,0.15422,0
1.0993,0.55744,1.4,0.15444,0
1.0993,0.55743,1.4,0.15466,0
1.0993,0.55741,1.4,0.15488,0
1.0993,0.55739,1.4,0.1551,0
1.0993,0.55737,1.4,0.15532,0
1.0993,0.55735,1.4,0.15554,0
1.0994,0.55734,1.4,0.15576,0
1.0994,0.55732,1.4,0.15598,0
1.0994,0.5573,1.4,0.1562,0
1.0994,0.55729,1.4,0.15642,0
1.0994,0.55727,1.4,0.15664,0
1.0994,0.55725,1.4,0.15686,0
1.0994,0.55723,1.4,0.15708,0
1.0995,0.55722,1.4,0.1573,0
1.0995,0.5572,1.4,0.15752,0
1.0995,0.55718,1.4,0.15774,0
1.0995,0.55717,1.4,0.15796,0
1.0995,0.55715,1.4,0.15818,0
1.0995,0.55714,1.4,0.1584,0
1.0996,0.55712,1.4,0.15862,0
1.0996,0.5571,1.4,0.15884,0
1.0996,0.55709,1.4,0.15906,0
1.0996,0.55707,1.4,0.15928,0
1.0996,0.55706,1.4,0.1595,0
1.0996,0.55704,1.4,0.15972,0
1.0996,0.55703,1.4,0.15994,0
1.0997,0.55701,1.4,0.16016,0
1.0997,0.557,1.4,0.16038,0
1.0997,0.55699,1.4,0.1606,0
1.0997,0.55698,1.4,0.16082,0
1.0997,0.55697,1.4,0.16104,0
1.0997,0.55696,1.4,0.16126,0
1.0997,0.55695,1.4,0.16148,0
1.0997,0.55694,1.4,0.1617,0
1.0997,0.55693,1.4,0.16192,0
1.0997,0.55692,1.4,0.16214,0
1.0997,0.55691,1.4,0.16236,0
1.0997,0.5569,1.4,0.16258,0
1.0997,0.55689,1.4,0.1628,0
1.0998,0.55687,1.4,0.16302,0
1.0998,0.55686,1.4,0.16324,0
1.0998,0.55685,1.4,0.16346,0
1.0998,0.55683,1.4,0.16368,0
1.0998,0.55682,1.4,0.1639,0
1.0998,0.5568,1.4,0.16412,0
1.0998,0.55679,1.4,0.16434,0
1.0998,0.55677,1.4,0.16456,0
1.0998,0.55676,1.4,0.16478,0
1.0999,0.55674,1.4,0.165,0
1.0999,0.55673,1.4,0.16522,0
1.0999,0.55671,1.4,0.16544,0
1.0999,0.55669,1.4,0.16566,0
1.0999,0.55667,1.4,0.16588,0
1.0999,0.55665,1.4,0.1661,0
1.1,0.55663,1.4,0.16632,0
1.1,0.55661,1.4,0.16654,0
1.1,0.55659,1.4,0.16676,0
1.1,0.55657,1.4,0.16698,0
1.1,0.55655,1.4,0.1672,0
1.1001,0.55653,1.4,0.16742,0
1.1001,0.55651,1.4,0.16764,0
1.1001,0.55648,1.4,0.16786,0
1.1,0.55646,1.4,0.16808,0
1.1,0.55643,1.4,0.1683,0
1.1,0.55641,1.4,0.16852,0
1.0999,0.55639,1.4,0.16874,0
1.0999,0.55636,1.4,0.16896,0
1.0999,0.55634,1.4,0.16918,0
1.0998,0.55631,1.4,0.1694,0
1.0998,0.55629,1.4,0.16962,0
1.0997,0.55626,1.4,0.16984,0
1.0997,0.55624,1.4,0.17006,0
1.0996,0.55621,1.4,0.17028,0
1.0996,0.55618,1.4,0.1705,0
1.0995,0.55615,1.4,0.17072,0
1.0994,0.55613,1.4,0.17094,0
1.0993,0.5561,1.4,0.17116,0
1.0992,0.55607,1.4,0.17138,0
1.0991,0.55604,1.4,0.1716,0
1.099,0.55601,1.4,0.17182,0
1.0989,0.55598,1.4,0.17204,0
1.0988,0.55595,1.4,0.17226,0
1.0987,0.55592,1.4,0.17248,0
1.0986,0.55589,1.4,0.1727,0
1.0985,0.55586,1.4,0.17292,0
1.0984,0.55583,1.4,0.17314,0
1.0983,0.5558,1.4,0.17336,0
1.0982,0.55577,1.4,0.17358,0
1.0981,0.55575,1.4,0.1738,0
1.098,0.55572,1.4,0.17402,0
1.0979,0.55569,1.4,0.17424,0
1.0978,0.55566,1.4,0.17446,0
1.0977,0.55563,1.4,0.17468,0
1.0978,0.55557,1.4,0.1749,0
1.0979,0.55551,1.4,0.17512,0
1.0979,0.55546,1.4,0.17534,0
1.098,0.5554,1.4,0.17556,0
1.098,0.55534,1.4,0.17578,0
1.0981,0.55529,1.4,0.176,0
1.0981,0.55523,1.4,0.17622,0
1.0982,0.55517,1.4,0.17644,0
1.0983,0.55512,1.4,0.17666,0
1.0983,0.55506,1.4,0.17688,0
1.0984,0.555,1.4,0.1771,0
1.0984,0.55495,1.4,0.17732,0
1.0985,0.55489,1.4,0.17754,0
1.0985,0.55483,1.4,0.17776,0
1.0986,0.55478,1.4,0.17798,0
1.0986,0.55472,1.4,0.1782,0
1.0987,0.55466,1.4,0.17842,0
1.0988,0.55461,1.4,0.17864,0
1.0988,0.55455,1.4,0.17886,0
1.0989,0.5545,1.4,0.17908,0
1.0989,0.55444,1.4,0.1793,0
1.099,0.55439,1.4,0.17952,0
1.099,0.55434,1.4,0.17974,0
1.0991,0.55428,1.4,0.17996,0
1.0992,0.55423,1.4,0.18018,0
1.0992,0.55418,1.4,0.1804,0
1.0993,0.55412,1.4,0.18062,0
1.0993,0.55407,1.4,0.18084,0
1.0994,0.55401,1.4,0.18106,0
1.0995,0.55396,1.4,0.18128,0
1.0995,0.55391,1.4,0.1815,0
1.0996,0.55385,1.4,0.18172,0
1.0996,0.5538,1.4,0.18194,0
1.0997,0.55374,1.4,0.18216,0
1.0998,0.55369,1.4,0.18238,0
1.0998,0.55363,1.4,0.1826,0
1.0999,0.55356,1.4,0.18282,0
1.1,0.5535,1.4,0.18304,0
1.1,0.55344,1.4,0.18326,0
1.1001,0.55338,1.4,0.18348,0
1.1002,0.55331,1.4,0.1837,0
1.1002,0.55325,1.4,0.18392,0
1.1003,0.55319,1.4,0.18414,0
1.1004,0.55312,1.4,0.18436,0
1.1004,0.55306,1.4,0.18458,0
1.1005,0.553,1.4,0.1848,0
1.1006,0.55293,1.4,0.18502,0
1.1007,0.55287,1.4,0.18524,0
1.1007,0.55281,1.4,0.18546,0
1.1008,0.55274,1.4,0.18568,0
1.1009,0.55267,1.4,0.1859,0
1.1009,0.5526,1.4,0.18612,0
1.101,0.55253,1.4,0.18634,0
1.1011,0.55245,1.4,0.18656,0
1.1012,0.55238,1.4,0.18678,0
1.1013,0.5523,1.4,0.187,0
1.1013,0.55223,1.4,0.18722,0
1.1014,0.55216,1.4,0.18744,0
1.1015,0.55208,1.4,0.18766,0
1.1016,0.55201,1.4,0.18788,0
1.1016,0.55194,1.4,0.1881,0
1.1017,0.55186,1.4,0.18832,0
1.1018,0.55179,1.4,0.18854,0
1.1019,0.55171,1.4,0.18876,0
1.102,0.55163,1.4,0.18898,0
1.1021,0.55154,1.4,0.1892,0
1.1021,0.55146,1.4,0.18942,0
1.1022,0.55137,1.4,0.18964,0
1.1023,0.55129,1.4,0.18986,0
1.1024,0.5512,1.4,0.19008,0
1.1025,0.55112,1.4,0.1903,0
1.1026,0.55103,1.4,0.19052,0
1.1027,0.55095,1.4,0.19074,0
1.1027,0.55086,1.4,0.19096,0
1.1028,0.55077,1.4,0.19118,0
1.1029,0.55069,1.4,0.1914,0
1.103,0.5506,1.4,0.19162,0
1.1031,0.5505,1.4,0.19184,0
1.1032,0.5504,1.4,0.19206,0
1.1033,0.5503,1.4,0.19228,0
1.1034,0.5502,1.4,0.1925,0
1.1035,0.5501,1.4,0.19272,0
1.1036,0.55001,1.4,0.19294,0
1.1037,0.54991,1.4,0.19316,0
1.1038,0.54981,1.4,0.19338,0
1.1039,0.54971,1.4,0.1936,0
1.104,0.54961,1.4,0.19382,0
1.1041,0.54951,1.4,0.19404,0
1.1042,0.5494,1.4,0.19426,0
1.1043,0.54929,1.4,0.19448,0
1.1044,0.54917,1.4,0.1947,0
1.1045,0.54906,1.4,0.19492,0
1.1046,0.54895,1.4,0.19514,0
1.1047,0.54884,1.4,0.19536,0
1.1048,0.54872,1.4,0.19558,0
1.1049,0.54861,1.4,0.1958,0
1.105,0.5485,1.4,0.19602,0
1.1051,0.54838,1.4,0.19624,0
1.1052,0.54826,1.4,0.19646,0
1.1053,0.54813,1.4,0.19668,0
1.1054,0.54801,1.4,0.1969,0
1.1055,0.54788,1.4,0.19712,0
1.1056,0.54775,1.4,0.19734,0
1.1058,0.54762,1.4,0.19756,0
1.1059,0.54749,1.4,0.19778,0
1.106,0.54736,1.4,0.198,0
1.1061,0.54723,1.4,0.19822,0
1.1062,0.5471,1.4,0.19844,0
1.1063,0.54696,1.4,0.19866,0
1.1064,0.54681,1.4,0.19888,0
1.1066,0.54666,1.4,0.1991,0
1.1067,0.54652,1.4,0.19932,0
1.1068,0.54637,1.4,0.19954,0
1.1069,0.54622,1.4,0.19976,0
1.107,0.54608,1.4,0.19998,0
1.1071,0.54593,1.4,0.2002,0
1.1073,0.54578,1.4,0.20042,0
1.1074,0.54561,1.4,0.20064,0
1.1075,0.54545,1.4,0.20086,0
1.1076,0.54528,1.4,0.20108,0
1.1078,0.54512,1.4,0.2013,0
1.1079,0.54495,1.4,0.20152,0
1.108,0.54479,1.4,0.20174,0
1.1081,0.54462,1.4,0.20196,0
1.1083,0.54444,1.4,0.20218,0
1.1084,0.54426,1.4,0.2024,0
1.1085,0.54407,1.4,0.20262,0
1.1086,0.54389,1.4,0.20284,0
1.1088,0.5437,1.4,0.20306,0
1.1089,0.54351,1.4,0.20328,0
1.109,0.54333,1.4,0.2035,0
1.1092,0.54313,1.4,0.20372,0
1.1093,0.54292,1.4,0.20394,0
1.1094,0.54271,1.4,0.20416,0
1.1096,0.5425,1.4,0.20438,0
1.1097,0.54229,1.4,0.2046,0
1.1099,0.54208,1.4,0.20482,0
1.11,0.54188,1.4,0.20504,0
1.1101,0.54164,1.4,0.20526,0
1.1103,0.5414,1.4,0.20548,0
1.1104,0.54117,1.4,0.2057,0
1.1106,0.54093,1.4,0.20592,0
1.1107,0.54069,1.4,0.20614,0
1.1109,0.54045,1.4,0.20636,0
1.111,0.54018,1.4,0.20658,0
1.1112,0.53992,1.4,0.2068,0
1.1113,0.53965,1.4,0.20702,0
1.1115,0.53938,1.4,0.20724,0
1.1117,0.53911,1.4,0.20746,0
1.1118,0.53881,1.4,0.20768,0
1.112,0.53851,1.4,0.2079,0
1.1122,0.5382,1.4,0.20812,0
1.1124,0.5379,1.4,0.20834,0
1.1125,0.53759,1.4,0.20856,0
1.1127,0.53724,1.4,0.20878,0
1.1129,0.53689,1.4,0.209,0
1.1131,0.53654,1.4,0.20922,0
1.1133,0.53619,1.4,0.20944,0
1.1136,0.53581,1.4,0.20966,0
1.1138,0.53541,1.4,0.20988,0
1.114,0.535,1.4,0.2101,0
1.1143,0.5346,1.4,0.21032,0
1.1145,0.53416,1.4,0.21054,0
1.1147,0.53368,1.4,0.21076,0
1.1149,0.53321,1.4,0.21098,0
1.1151,0.53273,1.4,0.2112,0
1.1148,0.53215,1.4,0.21142,0
1.1143,0.53154,1.4,0.21164,0
1.1138,0.53094,1.4,0.21186,0
1.1123,0.53024,1.4,0.21208,0
1.1098,0.52945,1.4,0.2123,0
1.1073,0.52867,1.4,0.21252,0
1.1037,0.52784,1.4,0.21274,0
1.0991,0.52699,1.4,0.21296,0
1.0945,0.52613,1.4,0.21318,0
1.0888,0.52527,1.4,0.2134,0
1.0827,0.52441,1.4,0.21362,0
1.0763,0.52355,1.4,0.21384,0
1.0693,0.5227,1.4,0.21406,0
1.0623,0.52184,1.4,0.21428,0
1.0547,0.521,1.4,0.2145,0
1.0471,0.52015,1.4,0.21472,0
1.039,0.51931,1.4,0.21494,0
1.031,0.51848,1.4,0.21516,0
1.0225,0.51767,1.4,0.21538,0
1.0139,0.51688,1.4,0.2156,0
1.005,0.51611,1.4,0.21582,0
0.99549,0.51548,1.4,0.21604,0
0.98585,0.5148,1.4,0.21626,0
0.97608,0.51402,1.4,0.21648,0
0.96604,0.51324,1.4,0.2167,0
0.95557,0.51243,1.4,0.21692,0
0.94461,0.51161,1.4,0.21714,0
0.93297,0.51074,1.4,0.21736,0
0.92047,0.50984,1.4,0.21758,0
0.90688,0.50889,1.4,0.2178,0
0.8915,0.50789,1.4,0.21802,0
0.87359,0.50684,1.4,0.21824,0
0.85145,0.50573,1.4,0.21846,0
0.8219,0.50456,1.4,0.21868,0
0.78104,0.50319,1.4,0.2189,0
0.55761,0.50228,1.4,0.21912,0
